ticket_id,created_at,agent_id,priority,resolution_hours,channel
2999,2024-05-02 11:00:00,232.0,High,11.28,Email
3000,2024-05-02 11:30:00,240.0,Low,12.06,Email
3001,2024-05-02 12:00:00,231.0,Low,4.04,Phone
3002,2024-05-02 12:30:00,238.0,Medium,24.67,Phone
3003,2024-05-02 13:00:00,218.0,Medium,4.28,Chat
3004,2024-05-02 13:30:00,243.0,High,9.98,Email
3005,2024-05-02 14:00:00,251.0,High,16.46,Chat
3006,2024-05-02 14:30:00,206.0,High,18.39,Chat
3007,2024-05-02 15:00:00,207.0,High,27.72,Phone
3008,2024-05-02 15:30:00,210.0,High,4.18,Chat
3009,2024-05-02 16:00:00,219.0,High,5.77,Email
3010,2024-05-02 16:30:00,218.0,Medium,17.81,Email
3011,2024-05-02 17:00:00,246.0,Low,15.5,Phone
3012,2024-05-02 17:30:00,216.0,High,9.75,Email
3013,2024-05-02 18:00:00,253.0,Low,9.94,Phone
3014,2024-05-02 18:30:00,245.0,High,9.22,Phone
3015,2024-05-02 19:00:00,256.0,Medium,8.5,Chat
3016,2024-05-02 19:30:00,259.0,Low,2.22,Email
3017,2024-05-02 20:00:00,204.0,High,23.92,Phone
3018,2024-05-02 20:30:00,240.0,High,2.69,Email
3019,2024-05-02 21:00:00,252.0,High,14.37,Email
3020,2024-05-02 21:30:00,201.0,Low,6.08,Email
3021,2024-05-02 22:00:00,209.0,Medium,23.06,Chat
3022,2024-05-02 22:30:00,217.0,High,5.34,Phone
3023,2024-05-02 23:00:00,212.0,Low,5.41,Chat
3024,2024-05-02 23:30:00,248.0,Low,19.19,Phone
3025,2024-05-03 00:00:00,207.0,Medium,4.21,Email
3026,2024-05-03 00:30:00,255.0,Low,16.4,Phone
3027,2024-05-03 01:00:00,221.0,High,7.08,Phone
3028,2024-05-03 01:30:00,235.0,Low,9.63,Phone
3029,2024-05-03 02:00:00,224.0,Medium,20.87,Chat
3030,2024-05-03 02:30:00,220.0,High,18.62,Email
3031,2024-05-03 03:00:00,251.0,High,6.84,Email
3032,2024-05-03 03:30:00,221.0,Low,14.4,Email
3033,2024-05-03 04:00:00,258.0,Medium,14.92,Unknown
3034,2024-05-03 04:30:00,238.0,High,17.2,Phone
3035,2024-05-03 05:00:00,221.0,High,6.54,Phone
3036,2024-05-03 05:30:00,251.0,Low,31.38,Chat
3037,2024-05-03 06:00:00,216.0,High,5.66,Email
3038,2024-05-03 06:30:00,220.0,Medium,3.07,Phone
3039,2024-05-03 07:00:00,253.0,Low,7.95,Chat
3040,2024-05-03 07:30:00,211.0,Low,11.07,Chat
3041,2024-05-03 08:00:00,253.0,High,42.99,Chat
3042,2024-05-03 08:30:00,200.0,High,4.78,Chat
3043,2024-05-03 09:00:00,200.0,High,9.5,Email
3044,2024-05-03 09:30:00,208.0,Low,6.02,Phone
3045,2024-05-03 10:00:00,236.0,Medium,10.77,Email
3046,2024-05-03 10:30:00,251.0,High,8.38,Phone
3047,2024-05-03 11:00:00,250.0,High,23.15,Phone
3048,2024-05-03 11:30:00,237.0,Medium,4.94,Chat
3049,2024-05-03 12:00:00,,Low,5.97,Email
3050,2024-05-03 12:30:00,259.0,High,14.54,Chat
3051,2024-05-03 13:00:00,256.0,Medium,10.24,Chat
3052,2024-05-03 13:30:00,204.0,High,20.84,Email
3053,2024-05-03 14:00:00,233.0,Medium,6.49,Email
3054,2024-05-03 14:30:00,221.0,Medium,19.14,Unknown
3055,2024-05-03 15:00:00,208.0,High,6.73,Chat
3056,2024-05-03 15:30:00,247.0,High,5.21,Chat
3057,2024-05-03 16:00:00,232.0,High,18.19,Email
3058,2024-05-03 16:30:00,239.0,Low,12.28,Chat
3059,2024-05-03 17:00:00,,Medium,11.98,Phone
3060,2024-05-03 17:30:00,204.0,Medium,3.82,Email
3061,2024-05-03 18:00:00,252.0,High,6.26,Phone
3062,2024-05-03 18:30:00,224.0,Low,12.43,Email
3063,2024-05-03 19:00:00,213.0,Medium,5.92,Email
3064,2024-05-03 19:30:00,238.0,High,4.13,Phone
3065,2024-05-03 20:00:00,218.0,High,5.85,Email
3066,2024-05-03 20:30:00,241.0,High,9.63,Phone
3067,2024-05-03 21:00:00,230.0,High,3.28,Email
3068,2024-05-03 21:30:00,227.0,Medium,18.44,Email
3069,2024-05-03 22:00:00,205.0,Low,2.75,Chat
3070,2024-05-03 22:30:00,211.0,Low,8.26,Email
3071,2024-05-03 23:00:00,251.0,High,11.19,Email
3072,2024-05-03 23:30:00,257.0,High,6.12,Chat
3073,2024-05-04 00:00:00,233.0,High,9.4,Phone
3074,2024-05-04 00:30:00,227.0,Low,1.63,Chat
3075,2024-05-04 01:00:00,210.0,Low,6.45,Phone
3076,2024-05-04 01:30:00,243.0,Medium,15.07,Email
3077,2024-05-04 02:00:00,238.0,Low,11.64,Phone
3078,2024-05-04 02:30:00,232.0,Low,7.68,Chat
3079,2024-05-04 03:00:00,216.0,Medium,13.14,Phone
3080,2024-05-04 03:30:00,204.0,Medium,7.4,Email
3081,2024-05-04 04:00:00,258.0,High,7.09,Chat
3082,2024-05-04 04:30:00,214.0,Medium,16.85,Email
3083,2024-05-04 05:00:00,239.0,High,7.19,Email
3084,2024-05-04 05:30:00,203.0,High,5.54,Chat
3085,2024-05-04 06:00:00,240.0,High,17.36,Chat
3086,2024-05-04 06:30:00,,Medium,36.91,Chat
3087,2024-05-04 07:00:00,241.0,High,1.25,Email
3088,2024-05-04 07:30:00,212.0,Low,23.94,Email
3089,2024-05-04 08:00:00,229.0,Low,28.51,Unknown
3090,2024-05-04 08:30:00,224.0,High,5.6,Email
3091,2024-05-04 09:00:00,230.0,High,2.98,Chat
3092,2024-05-04 09:30:00,219.0,Medium,4.35,Phone
3093,2024-05-04 10:00:00,220.0,Low,15.74,Chat
3094,2024-05-04 10:30:00,221.0,Medium,5.08,Chat
3095,2024-05-04 11:00:00,238.0,High,1.87,Email
3096,2024-05-04 11:30:00,249.0,Medium,1.95,Email
3097,2024-05-04 12:00:00,221.0,Low,13.83,Unknown
3098,2024-05-04 12:30:00,201.0,Medium,9.87,Chat
3099,2024-05-04 13:00:00,211.0,High,9.95,Email
3100,2024-05-04 13:30:00,206.0,High,7.84,Phone
3101,2024-05-04 14:00:00,237.0,High,21.56,Phone
3102,2024-05-04 14:30:00,248.0,Low,7.77,Phone
3103,2024-05-04 15:00:00,212.0,Low,10.29,Email
3104,2024-05-04 15:30:00,232.0,Medium,20.99,Chat
3105,2024-05-04 16:00:00,228.0,High,14.17,Phone
3106,2024-05-04 16:30:00,226.0,Medium,2.82,Email
3107,2024-05-04 17:00:00,253.0,Low,27.57,Unknown
3108,2024-05-04 17:30:00,216.0,Medium,4.83,Chat
3109,2024-05-04 18:00:00,237.0,High,3.43,Chat
3110,2024-05-04 18:30:00,232.0,High,13.66,Phone
3111,2024-05-04 19:00:00,252.0,Low,2.58,Email
3112,2024-05-04 19:30:00,213.0,Medium,6.04,Chat
3113,2024-05-04 20:00:00,256.0,Low,18.78,Chat
3114,2024-05-04 20:30:00,251.0,Medium,13.77,Email
3115,2024-05-04 21:00:00,226.0,Medium,9.93,Email
3116,2024-05-04 21:30:00,249.0,Medium,22.92,Email
3117,2024-05-04 22:00:00,238.0,Low,6.57,Chat
3118,2024-05-04 22:30:00,,High,4.12,Chat
3119,2024-05-04 23:00:00,251.0,High,21.55,Email
3120,2024-05-04 23:30:00,201.0,Low,25.15,Chat
3121,2024-05-05 00:00:00,208.0,Medium,10.61,Email
3122,2024-05-05 00:30:00,253.0,High,13.98,Phone
3123,2024-05-05 01:00:00,247.0,High,15.45,Email
3124,2024-05-05 01:30:00,,High,8.87,Email
3125,2024-05-05 02:00:00,,High,1.06,Chat
3126,2024-05-05 02:30:00,239.0,Medium,15.31,Chat
3127,2024-05-05 03:00:00,214.0,Low,7.47,Phone
3128,2024-05-05 03:30:00,251.0,Low,12.17,Chat
3129,2024-05-05 04:00:00,259.0,High,9.45,Phone
3130,2024-05-05 04:30:00,247.0,High,21.32,Chat
3131,2024-05-05 05:00:00,237.0,High,13.36,Chat
3132,2024-05-05 05:30:00,251.0,Medium,9.94,Chat
3133,2024-05-05 06:00:00,248.0,Medium,1.02,Chat
3134,2024-05-05 06:30:00,229.0,Low,6.92,Email
3135,2024-05-05 07:00:00,245.0,Medium,26.41,Phone
3136,2024-05-05 07:30:00,250.0,Low,32.03,Chat
3137,2024-05-05 08:00:00,201.0,Low,17.38,Phone
3138,2024-05-05 08:30:00,227.0,High,11.04,Email
3139,2024-05-05 09:00:00,256.0,Low,8.43,Phone
3140,2024-05-05 09:30:00,215.0,High,1.25,Chat
3141,2024-05-05 10:00:00,236.0,Low,4.83,Phone
3142,2024-05-05 10:30:00,228.0,High,13.46,Chat
3143,2024-05-05 11:00:00,235.0,High,7.32,Phone
3144,2024-05-05 11:30:00,220.0,High,15.03,Phone
3145,2024-05-05 12:00:00,238.0,Medium,13.96,Chat
3146,2024-05-05 12:30:00,246.0,Medium,25.29,Unknown
3147,2024-05-05 13:00:00,244.0,High,22.3,Chat
3148,2024-05-05 13:30:00,249.0,High,14.99,Email
3149,2024-05-05 14:00:00,215.0,Medium,16.42,Phone
3150,2024-05-05 14:30:00,208.0,High,23.86,Email
3151,2024-05-05 15:00:00,232.0,High,16.45,Phone
3152,2024-05-05 15:30:00,209.0,High,5.42,Chat
3153,2024-05-05 16:00:00,237.0,Medium,10.58,Unknown
3154,2024-05-05 16:30:00,223.0,High,14.3,Email
3155,2024-05-05 17:00:00,243.0,High,30.29,Email
3156,2024-05-05 17:30:00,227.0,High,10.39,Phone
3157,2024-05-05 18:00:00,233.0,Medium,4.0,Chat
3158,2024-05-05 18:30:00,257.0,High,29.93,Email
3159,2024-05-05 19:00:00,237.0,High,1.95,Phone
3160,2024-05-05 19:30:00,256.0,Low,11.46,Chat
3161,2024-05-05 20:00:00,214.0,High,7.83,Chat
3162,2024-05-05 20:30:00,258.0,Medium,8.91,Email
3163,2024-05-05 21:00:00,212.0,Low,31.71,Email
3164,2024-05-05 21:30:00,243.0,Low,5.66,Phone
3165,2024-05-05 22:00:00,202.0,High,3.03,Chat
3166,2024-05-05 22:30:00,240.0,High,8.96,Unknown
3167,2024-05-05 23:00:00,252.0,Low,8.13,Chat
3168,2024-05-05 23:30:00,216.0,High,13.85,Email
3169,2024-05-06 00:00:00,209.0,Low,6.96,Email
3170,2024-05-06 00:30:00,222.0,High,5.67,Chat
3171,2024-05-06 01:00:00,204.0,High,9.77,Phone
3172,2024-05-06 01:30:00,200.0,Low,8.64,Phone
3173,2024-05-06 02:00:00,225.0,High,4.61,Chat
3174,2024-05-06 02:30:00,249.0,Low,4.29,Email
3175,2024-05-06 03:00:00,224.0,Low,9.84,Email
3176,2024-05-06 03:30:00,216.0,Medium,17.65,Phone
3177,2024-05-06 04:00:00,213.0,Medium,10.72,Chat
3178,2024-05-06 04:30:00,204.0,Medium,5.28,Chat
3179,2024-05-06 05:00:00,223.0,Medium,5.41,Phone
3180,2024-05-06 05:30:00,218.0,Low,5.8,Phone
3181,2024-05-06 06:00:00,226.0,High,6.84,Chat
3182,2024-05-06 06:30:00,219.0,Low,35.4,Phone
3183,2024-05-06 07:00:00,235.0,High,15.01,Chat
3184,2024-05-06 07:30:00,243.0,High,7.78,Phone
3185,2024-05-06 08:00:00,200.0,Medium,2.93,Email
3186,2024-05-06 08:30:00,200.0,High,22.48,Phone
3187,2024-05-06 09:00:00,216.0,High,11.85,Email
3188,2024-05-06 09:30:00,213.0,Low,28.72,Email
3189,2024-05-06 10:00:00,205.0,Medium,22.34,Chat
3190,2024-05-06 10:30:00,253.0,Medium,8.0,Phone
3191,2024-05-06 11:00:00,205.0,Medium,15.83,Email
3192,2024-05-06 11:30:00,251.0,Medium,1.22,Phone
3193,2024-05-06 12:00:00,203.0,High,9.03,Chat
3194,2024-05-06 12:30:00,237.0,High,9.68,Chat
3195,2024-05-06 13:00:00,222.0,Low,8.54,Phone
3196,2024-05-06 13:30:00,233.0,High,5.02,Phone
3197,2024-05-06 14:00:00,,Medium,6.65,Chat
3198,2024-05-06 14:30:00,213.0,Medium,2.15,Email
3199,2024-05-06 15:00:00,206.0,Low,23.69,Email
3200,2024-05-06 15:30:00,252.0,High,2.85,Chat
3201,2024-05-06 16:00:00,243.0,High,4.6,Chat
3202,2024-05-06 16:30:00,245.0,Medium,40.13,Chat
3203,2024-05-06 17:00:00,237.0,Medium,6.39,Chat
3204,2024-05-06 17:30:00,230.0,Medium,23.16,Email
3205,2024-05-06 18:00:00,251.0,Medium,23.06,Phone
3206,2024-05-06 18:30:00,209.0,High,5.66,Chat
3207,2024-05-06 19:00:00,236.0,High,9.06,Chat
3208,2024-05-06 19:30:00,212.0,High,2.65,Email
3209,2024-05-06 20:00:00,239.0,High,15.02,Chat
3210,2024-05-06 20:30:00,222.0,High,32.49,Chat
3211,2024-05-06 21:00:00,225.0,Low,17.0,Email
3212,2024-05-06 21:30:00,219.0,Low,2.35,Email
3213,2024-05-06 22:00:00,235.0,Medium,40.34,Email
3214,2024-05-06 22:30:00,203.0,Low,9.02,Chat
3215,2024-05-06 23:00:00,246.0,High,20.92,Phone
3216,2024-05-06 23:30:00,224.0,Medium,10.9,Chat
3217,2024-05-07 00:00:00,258.0,Low,9.71,Email
3218,2024-05-07 00:30:00,226.0,High,24.37,Phone
3219,2024-05-07 01:00:00,207.0,Medium,32.45,Chat
3220,2024-05-07 01:30:00,217.0,High,14.83,Phone
3221,2024-05-07 02:00:00,227.0,High,24.06,Chat
3222,2024-05-07 02:30:00,223.0,High,4.51,Email
3223,2024-05-07 03:00:00,215.0,High,8.81,Chat
3224,2024-05-07 03:30:00,219.0,Medium,8.15,Email
3225,2024-05-07 04:00:00,243.0,Medium,5.22,Email
3226,2024-05-07 04:30:00,222.0,High,18.18,Email
3227,2024-05-07 05:00:00,209.0,High,7.38,Phone
3228,2024-05-07 05:30:00,237.0,Low,6.17,Chat
3229,2024-05-07 06:00:00,244.0,Low,10.51,Email
3230,2024-05-07 06:30:00,229.0,High,6.02,Phone
3231,2024-05-07 07:00:00,243.0,Low,1.32,Chat
3232,2024-05-07 07:30:00,211.0,High,7.97,Email
3233,2024-05-07 08:00:00,208.0,Medium,1.83,Phone
3234,2024-05-07 08:30:00,247.0,High,24.83,Phone
3235,2024-05-07 09:00:00,247.0,Low,16.17,Chat
3236,2024-05-07 09:30:00,230.0,High,14.73,Chat
3237,2024-05-07 10:00:00,229.0,High,9.97,Chat
3238,2024-05-07 10:30:00,227.0,Medium,5.45,Email
3239,2024-05-07 11:00:00,213.0,High,21.92,Email
3240,2024-05-07 11:30:00,242.0,Medium,8.94,Chat
3241,2024-05-07 12:00:00,222.0,High,18.04,Email
3242,2024-05-07 12:30:00,245.0,High,10.48,Phone
3243,2024-05-07 13:00:00,226.0,Low,14.47,Email
3244,2024-05-07 13:30:00,250.0,High,12.68,Chat
3245,2024-05-07 14:00:00,250.0,High,4.03,Phone
3246,2024-05-07 14:30:00,248.0,Medium,4.03,Email
3247,2024-05-07 15:00:00,216.0,Low,10.78,Email
3248,2024-05-07 15:30:00,240.0,Low,3.14,Chat
3249,2024-05-07 16:00:00,245.0,Low,6.92,Chat
3250,2024-05-07 16:30:00,243.0,High,8.02,Phone
3251,2024-05-07 17:00:00,252.0,High,11.95,Email
3252,2024-05-07 17:30:00,209.0,High,8.7,Email
3253,2024-05-07 18:00:00,239.0,Medium,19.81,Phone
3254,2024-05-07 18:30:00,241.0,High,9.8,Email
3255,2024-05-07 19:00:00,221.0,High,2.36,Email
3256,2024-05-07 19:30:00,215.0,Medium,6.22,Email
3257,2024-05-07 20:00:00,233.0,High,2.17,Chat
3258,2024-05-07 20:30:00,215.0,High,12.7,Phone
3259,2024-05-07 21:00:00,235.0,High,28.02,Chat
3260,2024-05-07 21:30:00,207.0,High,7.38,Phone
3261,2024-05-07 22:00:00,223.0,High,15.58,Email
3262,2024-05-07 22:30:00,223.0,High,24.67,Chat
3263,2024-05-07 23:00:00,244.0,High,8.33,Email
3264,2024-05-07 23:30:00,201.0,High,19.49,Email
3265,2024-05-08 00:00:00,221.0,High,20.0,Email
3266,2024-05-08 00:30:00,239.0,High,16.72,Chat
3267,2024-05-08 01:00:00,229.0,High,16.85,Phone
3268,2024-05-08 01:30:00,244.0,High,13.79,Email
3269,2024-05-08 02:00:00,,Low,2.05,Email
3270,2024-05-08 02:30:00,,Medium,3.39,Unknown
3271,2024-05-08 03:00:00,220.0,Low,6.41,Chat
3272,2024-05-08 03:30:00,207.0,Low,5.68,Email
3273,2024-05-08 04:00:00,205.0,Low,20.73,Phone
3274,2024-05-08 04:30:00,238.0,High,17.72,Email
3275,2024-05-08 05:00:00,207.0,Medium,11.36,Chat
3276,2024-05-08 05:30:00,250.0,High,15.8,Phone
3277,2024-05-08 06:00:00,234.0,High,8.96,Phone
3278,2024-05-08 06:30:00,202.0,High,7.88,Phone
3279,2024-05-08 07:00:00,247.0,Low,6.82,Phone
3280,2024-05-08 07:30:00,211.0,Low,9.06,Chat
3281,2024-05-08 08:00:00,259.0,High,4.5,Unknown
3282,2024-05-08 08:30:00,216.0,Low,8.01,Email
3283,2024-05-08 09:00:00,233.0,Medium,22.05,Email
3284,2024-05-08 09:30:00,227.0,High,1.0,Chat
3285,2024-05-08 10:00:00,221.0,Medium,6.94,Chat
3286,2024-05-08 10:30:00,210.0,High,47.5,Phone
3287,2024-05-08 11:00:00,203.0,Low,15.71,Email
3288,2024-05-08 11:30:00,232.0,Low,11.19,Chat
3289,2024-05-08 12:00:00,258.0,High,6.04,Chat
3290,2024-05-08 12:30:00,220.0,High,6.89,Email
3291,2024-05-08 13:00:00,218.0,Low,28.6,Chat
3292,2024-05-08 13:30:00,239.0,Medium,22.74,Phone
3293,2024-05-08 14:00:00,259.0,Low,21.57,Email
3294,2024-05-08 14:30:00,231.0,High,20.05,Phone
3295,2024-05-08 15:00:00,258.0,Medium,8.1,Phone
3296,2024-05-08 15:30:00,241.0,Medium,11.58,Chat
3297,2024-05-08 16:00:00,247.0,High,7.4,Email
3298,2024-05-08 16:30:00,214.0,Low,0.68,Phone
3299,2024-05-08 17:00:00,233.0,High,6.06,Chat
3300,2024-05-08 17:30:00,242.0,High,1.91,Chat
3301,2024-05-08 18:00:00,221.0,Low,13.54,Email
3302,2024-05-08 18:30:00,244.0,Medium,25.59,Phone
3303,2024-05-08 19:00:00,223.0,High,21.12,Phone
3304,2024-05-08 19:30:00,243.0,Medium,2.85,Phone
3305,2024-05-08 20:00:00,227.0,High,1.62,Unknown
3306,2024-05-08 20:30:00,204.0,Low,8.83,Email
3307,2024-05-08 21:00:00,205.0,High,11.99,Phone
3308,2024-05-08 21:30:00,256.0,Medium,6.38,Email
3309,2024-05-08 22:00:00,238.0,Low,12.99,Email
3310,2024-05-08 22:30:00,234.0,Low,5.37,Phone
3311,2024-05-08 23:00:00,246.0,High,12.27,Phone
3312,2024-05-08 23:30:00,216.0,Medium,22.44,Email
3313,2024-05-09 00:00:00,221.0,High,11.72,Email
3314,2024-05-09 00:30:00,226.0,High,10.54,Chat
3315,2024-05-09 01:00:00,239.0,Medium,8.4,Phone
3316,2024-05-09 01:30:00,231.0,Medium,20.8,Chat
3317,2024-05-09 02:00:00,216.0,Low,5.56,Email
3318,2024-05-09 02:30:00,231.0,High,10.0,Phone
3319,2024-05-09 03:00:00,222.0,Medium,6.68,Unknown
3320,2024-05-09 03:30:00,214.0,High,7.76,Email
3321,2024-05-09 04:00:00,211.0,Low,8.97,Phone
3322,2024-05-09 04:30:00,215.0,High,1.7,Unknown
3323,2024-05-09 05:00:00,232.0,Low,15.85,Chat
3324,2024-05-09 05:30:00,221.0,Low,26.04,Phone
3325,2024-05-09 06:00:00,225.0,Medium,27.57,Chat
3326,2024-05-09 06:30:00,246.0,High,30.61,Unknown
3327,2024-05-09 07:00:00,241.0,High,1.0,Chat
3328,2024-05-09 07:30:00,226.0,Low,8.07,Email
3329,2024-05-09 08:00:00,234.0,High,8.68,Phone
3330,2024-05-09 08:30:00,202.0,Medium,15.86,Email
3331,2024-05-09 09:00:00,224.0,Medium,8.29,Chat
3332,2024-05-09 09:30:00,227.0,High,10.62,Email
3333,2024-05-09 10:00:00,217.0,High,4.36,Email
3334,2024-05-09 10:30:00,212.0,High,21.67,Email
3335,2024-05-09 11:00:00,244.0,Medium,3.97,Chat
3336,2024-05-09 11:30:00,200.0,Medium,10.83,Chat
3337,2024-05-09 12:00:00,258.0,Low,38.37,Chat
3338,2024-05-09 12:30:00,258.0,Medium,12.04,Chat
3339,2024-05-09 13:00:00,237.0,High,8.07,Email
3340,2024-05-09 13:30:00,217.0,High,22.49,Email
3341,2024-05-09 14:00:00,217.0,Medium,18.75,Chat
3342,2024-05-09 14:30:00,232.0,Medium,9.36,Phone
3343,2024-05-09 15:00:00,240.0,Low,10.34,Phone
3344,2024-05-09 15:30:00,221.0,Medium,14.2,Chat
3345,2024-05-09 16:00:00,226.0,High,28.97,Unknown
3346,2024-05-09 16:30:00,203.0,Medium,7.4,Unknown
3347,2024-05-09 17:00:00,253.0,Low,15.34,Phone
3348,2024-05-09 17:30:00,254.0,Medium,6.08,Email
3349,2024-05-09 18:00:00,215.0,High,2.09,Phone
3350,2024-05-09 18:30:00,256.0,Medium,14.04,Email
3351,2024-05-09 19:00:00,250.0,High,4.38,Unknown
3352,2024-05-09 19:30:00,211.0,High,8.78,Chat
3353,2024-05-09 20:00:00,209.0,Medium,20.18,Email
3354,2024-05-09 20:30:00,225.0,High,4.49,Email
3355,2024-05-09 21:00:00,241.0,Medium,9.09,Chat
3356,2024-05-09 21:30:00,222.0,Medium,8.38,Chat
3357,2024-05-09 22:00:00,243.0,High,3.2,Chat
3358,2024-05-09 22:30:00,210.0,High,10.16,Chat
3359,2024-05-09 23:00:00,255.0,Low,15.35,Phone
3360,2024-05-09 23:30:00,239.0,High,2.3,Phone
3361,2024-05-10 00:00:00,215.0,High,7.12,Phone
3362,2024-05-10 00:30:00,246.0,High,13.0,Chat
3363,2024-05-10 01:00:00,224.0,Low,15.34,Email
3364,2024-05-10 01:30:00,245.0,Medium,12.59,Chat
3365,2024-05-10 02:00:00,242.0,High,38.86,Email
3366,2024-05-10 02:30:00,240.0,High,17.11,Chat
3367,2024-05-10 03:00:00,207.0,High,18.19,Chat
3368,2024-05-10 03:30:00,201.0,Low,7.47,Phone
3369,2024-05-10 04:00:00,241.0,High,14.63,Email
3370,2024-05-10 04:30:00,213.0,High,18.6,Email
3371,2024-05-10 05:00:00,204.0,High,10.9,Email
3372,2024-05-10 05:30:00,230.0,Medium,7.69,Chat
3373,2024-05-10 06:00:00,256.0,High,23.21,Chat
3374,2024-05-10 06:30:00,242.0,Medium,6.95,Chat
3375,2024-05-10 07:00:00,218.0,Low,5.13,Phone
3376,2024-05-10 07:30:00,223.0,High,12.24,Chat
3377,2024-05-10 08:00:00,241.0,Low,14.76,Phone
3378,2024-05-10 08:30:00,226.0,High,9.36,Unknown
3379,2024-05-10 09:00:00,233.0,Medium,6.07,Phone
3380,2024-05-10 09:30:00,250.0,High,13.86,Email
3381,2024-05-10 10:00:00,203.0,Medium,7.31,Email
3382,2024-05-10 10:30:00,201.0,High,6.98,Email
3383,2024-05-10 11:00:00,253.0,Medium,7.95,Chat
3384,2024-05-10 11:30:00,216.0,Low,2.26,Chat
3385,2024-05-10 12:00:00,249.0,Medium,4.99,Email
3386,2024-05-10 12:30:00,217.0,High,3.53,Chat
3387,2024-05-10 13:00:00,250.0,High,16.6,Email
3388,2024-05-10 13:30:00,259.0,High,14.88,Phone
3389,2024-05-10 14:00:00,255.0,Medium,1.87,Chat
3390,2024-05-10 14:30:00,213.0,Low,4.34,Email
3391,2024-05-10 15:00:00,231.0,Medium,9.4,Chat
3392,2024-05-10 15:30:00,202.0,High,31.08,Chat
3393,2024-05-10 16:00:00,216.0,Medium,10.94,Email
3394,2024-05-10 16:30:00,224.0,High,8.31,Phone
3395,2024-05-10 17:00:00,202.0,Medium,18.44,Chat
3396,2024-05-10 17:30:00,238.0,Low,10.72,Phone
3397,2024-05-10 18:00:00,211.0,Medium,7.71,Chat
3398,2024-05-10 18:30:00,209.0,Low,1.93,Unknown
3399,2024-05-10 19:00:00,239.0,Low,18.37,Email
3400,2024-05-10 19:30:00,250.0,Medium,25.69,Email
3401,2024-05-10 20:00:00,259.0,Low,10.62,Email
3402,2024-05-10 20:30:00,211.0,Medium,13.18,Phone
3403,2024-05-10 21:00:00,246.0,High,4.84,Email
3404,2024-05-10 21:30:00,242.0,Medium,16.92,Chat
3405,2024-05-10 22:00:00,248.0,High,8.54,Email
3406,2024-05-10 22:30:00,209.0,Medium,6.23,Phone
3407,2024-05-10 23:00:00,228.0,Low,26.94,Chat
3408,2024-05-10 23:30:00,252.0,High,14.58,Email
3409,2024-05-11 00:00:00,234.0,Low,20.7,Phone
3410,2024-05-11 00:30:00,212.0,High,14.28,Phone
3411,2024-05-11 01:00:00,200.0,Low,3.5,Chat
3412,2024-05-11 01:30:00,243.0,High,1.64,Phone
3413,2024-05-11 02:00:00,204.0,High,5.01,Phone
3414,2024-05-11 02:30:00,250.0,Low,14.91,Email
3415,2024-05-11 03:00:00,239.0,Medium,8.04,Phone
3416,2024-05-11 03:30:00,215.0,Low,8.54,Email
3417,2024-05-11 04:00:00,212.0,High,11.41,Phone
3418,2024-05-11 04:30:00,205.0,High,7.02,Email
3419,2024-05-11 05:00:00,220.0,High,6.67,Email
3420,2024-05-11 05:30:00,235.0,Medium,7.28,Chat
3421,2024-05-11 06:00:00,218.0,High,8.47,Email
3422,2024-05-11 06:30:00,229.0,High,3.4,Phone
3423,2024-05-11 07:00:00,237.0,High,14.57,Email
3424,2024-05-11 07:30:00,228.0,Medium,9.08,Chat
3425,2024-05-11 08:00:00,214.0,Low,10.86,Email
3426,2024-05-11 08:30:00,246.0,High,6.38,Email
3427,2024-05-11 09:00:00,243.0,High,18.7,Email
3428,2024-05-11 09:30:00,227.0,High,1.98,Chat
3429,2024-05-11 10:00:00,210.0,High,6.99,Chat
3430,2024-05-11 10:30:00,229.0,Low,19.36,Phone
3431,2024-05-11 11:00:00,221.0,Low,12.09,Chat
3432,2024-05-11 11:30:00,229.0,Low,11.61,Chat
3433,2024-05-11 12:00:00,207.0,High,3.95,Chat
3434,2024-05-11 12:30:00,227.0,Medium,3.13,Email
3435,2024-05-11 13:00:00,203.0,High,11.11,Chat
3436,2024-05-11 13:30:00,224.0,Low,10.22,Phone
3437,2024-05-11 14:00:00,241.0,Low,22.6,Unknown
3438,2024-05-11 14:30:00,209.0,Medium,5.56,Chat
3439,2024-05-11 15:00:00,207.0,High,7.51,Email
3440,2024-05-11 15:30:00,217.0,Low,6.7,Phone
3441,2024-05-11 16:00:00,254.0,High,6.47,Chat
3442,2024-05-11 16:30:00,215.0,Medium,8.52,Email
3443,2024-05-11 17:00:00,256.0,High,10.43,Email
3444,2024-05-11 17:30:00,214.0,Medium,9.59,Chat
3445,2024-05-11 18:00:00,203.0,Medium,13.86,Email
3446,2024-05-11 18:30:00,246.0,Medium,23.77,Chat
3447,2024-05-11 19:00:00,207.0,Medium,9.69,Unknown
3448,2024-05-11 19:30:00,206.0,Medium,6.79,Chat
3449,2024-05-11 20:00:00,232.0,High,24.07,Chat
3450,2024-05-11 20:30:00,212.0,Medium,6.9,Phone
3451,2024-05-11 21:00:00,236.0,High,8.63,Chat
3452,2024-05-11 21:30:00,231.0,High,8.67,Phone
3453,2024-05-11 22:00:00,242.0,Medium,11.31,Email
3454,2024-05-11 22:30:00,218.0,Low,25.19,Phone
3455,2024-05-11 23:00:00,216.0,High,29.41,Email
3456,2024-05-11 23:30:00,214.0,High,16.36,Email
